ID,images,time origin,amplitude,time delays,magnifications,redshift,noise level
5017,4,55000.0,0.0463,[ 0.    6.53 21.06 35.46],[1.45 1.2  1.51 1.85],1.3687,0.1124
5018,1,55000.0,0.054,[0],[1.56],1.7388,0.1089
5019,2,55000.0,0.043,[0.   8.55],[1.14 1.71],1.8699,0.0662
5020,3,55000.0,0.0256,[ 0.    9.77 23.24],[1.24 1.35 1.64],1.4494,0.1374
5021,1,55000.0,0.0206,[0],[1.95],1.2978,0.1385
5022,1,55000.0,0.081,[0],[1.48],1.6787,0.1532
5023,1,55000.0,0.0404,[0],[1.35],1.7588,0.0109
5024,1,55000.0,0.0353,[0],[1.69],1.0789,0.1718
5025,1,55000.0,0.0241,[0],[1.27],1.7816,0.137
5026,1,55000.0,0.0284,[0],[1.81],1.3643,0.0065
5027,1,55000.0,0.0015,[0],[1.59],1.1375,0.0349
5028,1,55000.0,0.0389,[0],[1.61],1.3066,0.1083
5029,1,55000.0,0.0249,[0],[1.93],1.515,0.1713
5030,4,55000.0,0.0583,[ 0.   14.66 24.36 30.12],[1.87 1.36 1.78 1.33],1.0783,0.0146
5031,4,55000.0,0.0408,[ 0.    8.76 18.52 30.28],[1.33 1.9  1.39 1.8 ],1.2154,0.1575
5032,2,55000.0,0.0216,[ 0.   10.89],[1.61 1.72],1.053,0.146
5033,1,55000.0,0.0742,[0],[1.95],1.418,0.0428
5034,1,55000.0,0.0564,[0],[1.17],1.2247,0.1982
5035,3,55000.0,0.061,[ 0.   11.07 17.18],[1.59 1.01 1.8 ],1.0197,0.1264
5036,1,55000.0,0.0323,[0],[1.5],1.6003,0.0355
5037,2,55000.0,0.0687,[0.   6.72],[1.54 1.22],1.6329,0.1614
5038,3,55000.0,0.0701,[ 0.   13.12 24.71],[1.52 1.4  1.69],1.9246,0.1252
5039,2,55000.0,0.0741,[0.   7.96],[1.49 1.17],1.6295,0.0414
5040,4,55000.0,0.0384,[ 0.   12.94 22.82 30.47],[1.27 1.68 1.94 1.79],1.6703,0.0385
5041,4,55000.0,0.0013,[ 0.   12.19 19.02 26.21],[1.2  1.14 1.53 1.87],1.8451,0.1338
5042,4,55000.0,0.0571,[ 0.   12.96 20.43 33.01],[1.46 1.96 1.82 1.98],1.4883,0.1655
5043,1,55000.0,0.0606,[0],[1.51],1.6461,0.1627
5044,4,55000.0,0.0346,[ 0.   12.04 21.17 28.68],[1.09 1.02 1.2  1.23],1.5344,0.0285
5045,2,55000.0,0.0928,[ 0.   12.81],[1.53 1.15],1.7468,0.1953
5046,1,55000.0,0.084,[0],[1.96],1.4099,0.1086
5047,1,55000.0,0.0131,[0],[1.77],1.3526,0.0059
5048,4,55000.0,0.0442,[ 0.   14.72 29.39 43.85],[1.34 1.24 1.51 1.52],1.4902,0.1239
5049,1,55000.0,0.0916,[0],[1.99],1.2499,0.1742
5050,1,55000.0,0.0176,[0],[1.73],1.0707,0.1719
5051,4,55000.0,0.0607,[ 0.   14.25 21.   29.83],[1.58 1.02 1.35 1.68],1.5227,0.0495
5052,1,55000.0,0.0815,[0],[1.78],1.8143,0.0865
5053,1,55000.0,0.0734,[0],[1.86],1.8546,0.1983
5054,1,55000.0,0.0038,[0],[1.63],1.3449,0.1439
5055,1,55000.0,0.0954,[0],[1.64],1.5139,0.1033
5056,1,55000.0,0.0918,[0],[1.08],1.3747,0.0971
5057,1,55000.0,0.0618,[0],[1.45],1.4105,0.1852
5058,3,55000.0,0.0474,[ 0.    5.87 14.03],[1.08 1.32 1.43],1.5089,0.0383
5059,3,55000.0,0.0476,[ 0.    7.15 21.73],[1.65 1.57 1.42],1.8166,0.0053
5060,4,55000.0,0.0221,[ 0.    7.79 21.51 27.71],[1.97 1.09 1.39 1.03],1.3183,0.0853
5061,1,55000.0,0.0732,[0],[1.34],1.046,0.1703
5062,4,55000.0,0.0151,[ 0.    7.3  19.27 27.96],[1.76 1.26 1.07 1.21],1.7169,0.1348
5063,3,55000.0,0.0064,[ 0.    8.66 19.46],[1.42 1.22 1.09],1.5547,0.1783
5064,1,55000.0,0.0427,[0],[1.15],1.4943,0.1514
5065,1,55000.0,0.0411,[0],[1.91],1.9685,0.1924
5066,3,55000.0,0.0309,[ 0.   11.51 19.11],[1.69 1.2  1.65],1.2394,0.1248
5067,1,55000.0,0.0374,[0],[1.66],1.8986,0.1559
5068,4,55000.0,0.0971,[ 0.    8.29 20.09 26.85],[1.84 1.09 1.6  1.21],1.9612,0.071
5069,2,55000.0,0.0732,[0.   6.02],[1.54 1.6 ],1.4076,0.1931
5070,3,55000.0,0.0741,[ 0.   13.36 27.03],[1.34 1.49 1.84],1.6037,0.1795
5071,3,55000.0,0.0809,[ 0.    6.74 17.08],[1.69 1.32 1.91],1.0997,0.1201
5072,2,55000.0,0.0339,[0.  9.2],[1.08 1.66],1.8982,0.0967
5073,1,55000.0,0.078,[0],[1.39],1.1678,0.0072
5074,4,55000.0,0.0128,[ 0.    9.86 15.5  22.44],[1.95 1.88 1.27 1.31],1.9235,0.1116
5075,3,55000.0,0.0531,[ 0.    5.19 19.49],[1.84 1.62 1.63],1.5968,0.1418
5076,1,55000.0,0.0377,[0],[1.69],1.9972,0.1405
5077,1,55000.0,0.0688,[0],[1.82],1.9895,0.0516
5078,3,55000.0,0.0699,[ 0.    9.87 21.61],[1.37 1.53 1.17],1.0652,0.0029
5079,3,55000.0,0.0824,[ 0.    6.36 14.59],[1.54 1.04 1.84],1.8211,0.0086
5080,1,55000.0,0.0705,[0],[1.59],1.1904,0.0139
5081,1,55000.0,0.0277,[0],[1.62],1.259,0.1381
5082,1,55000.0,0.0057,[0],[1.41],1.8114,0.1224
5083,4,55000.0,0.0713,[ 0.    8.28 16.42 25.57],[1.68 1.81 1.94 1.06],1.32,0.1553
5084,2,55000.0,0.0413,[0.   5.02],[1.02 1.27],1.4112,0.093
5085,1,55000.0,0.0294,[0],[1.07],1.839,0.0234
5086,1,55000.0,0.0416,[0],[1.06],1.1913,0.1674
5087,3,55000.0,0.0426,[ 0.    5.43 17.53],[1.28 1.93 1.41],1.6791,0.0504
5088,3,55000.0,0.0228,[ 0.   14.85 29.68],[1.39 1.71 1.36],1.6242,0.199
5089,1,55000.0,0.0052,[0],[2.],1.3116,0.1034
5090,1,55000.0,0.0453,[0],[1.71],1.2544,0.1388
5091,1,55000.0,0.069,[0],[1.22],1.5563,0.145
5092,1,55000.0,0.0353,[0],[1.24],1.5125,0.0096
5093,2,55000.0,0.0777,[0.   8.93],[1.08 1.75],1.8618,0.1453
5094,1,55000.0,0.0859,[0],[1.99],1.5836,0.135
5095,2,55000.0,0.0609,[0.   5.74],[1.16 1.43],1.4626,0.1657
5096,4,55000.0,0.0689,[ 0.   13.24 24.22 37.55],[1.29 1.38 1.74 1.08],1.6911,0.0518
5097,1,55000.0,0.0671,[0],[1.8],1.731,0.1559
5098,3,55000.0,0.0714,[ 0.    5.65 12.  ],[1.93 1.5  1.82],1.1677,0.171
5099,1,55000.0,0.0344,[0],[1.39],1.81,0.1551
5100,3,55000.0,0.0669,[ 0.    8.16 19.38],[1.45 1.88 1.11],1.1614,0.1459
5101,3,55000.0,0.0184,[ 0.   12.24 24.87],[1.67 1.91 1.14],1.7851,0.1977
5102,1,55000.0,0.0852,[0],[1.43],1.9522,0.1792
5103,3,55000.0,0.0979,[ 0.    7.58 15.44],[1.21 1.3  1.39],1.7771,0.0262
5104,1,55000.0,0.0911,[0],[1.64],1.4708,0.0917
5105,4,55000.0,0.0405,[ 0.   13.83 28.51 36.39],[1.78 1.33 1.3  1.33],1.0041,0.0401
5106,1,55000.0,0.028,[0],[1.27],1.2128,0.1938
5107,1,55000.0,0.0079,[0],[1.62],1.5934,0.0993
5108,4,55000.0,0.0568,[ 0.    5.43 13.52 28.36],[1.06 1.03 1.97 1.01],1.7154,0.0864
5109,1,55000.0,0.0885,[0],[1.63],1.0621,0.0878
5110,4,55000.0,0.0648,[ 0.   11.78 17.52 24.75],[1.56 1.98 1.2  1.24],1.1195,0.0664
5111,1,55000.0,0.0563,[0],[1.06],1.6426,0.0092
5112,3,55000.0,0.0869,[ 0.    9.62 22.33],[1.61 1.35 1.16],1.7923,0.1606
5113,1,55000.0,0.0431,[0],[1.],1.5961,0.1959
5114,2,55000.0,0.0563,[0.   6.65],[1.91 1.44],1.063,0.1913
5115,3,55000.0,0.0085,[ 0.   12.33 25.52],[1.68 1.37 1.44],1.1578,0.1117
5116,2,55000.0,0.004,[ 0.   13.47],[1.39 1.15],1.3235,0.1034
5117,1,55000.0,0.0697,[0],[1.89],1.4269,0.1229
5118,1,55000.0,0.0948,[0],[1.17],1.929,0.1945
5119,1,55000.0,0.0566,[0],[2.],1.7878,0.1879
5120,1,55000.0,0.0863,[0],[1.14],1.1855,0.1308
5121,4,55000.0,0.0195,[ 0.    9.11 21.58 35.  ],[1.72 1.55 1.43 1.14],1.39,0.1436
5122,1,55000.0,0.0425,[0],[1.67],1.5405,0.1015
5123,4,55000.0,0.0677,[ 0.    8.93 20.79 34.69],[1.06 1.07 1.35 1.54],1.5307,0.1633
5124,1,55000.0,0.0452,[0],[1.74],1.3791,0.1361
5125,2,55000.0,0.0315,[ 0.  13.7],[1.79 1.56],1.3063,0.0912
5126,1,55000.0,0.0578,[0],[1.93],1.4781,0.1477
5127,4,55000.0,0.0656,[ 0.   14.82 21.35 29.6 ],[1.87 1.93 1.6  1.21],1.7902,0.1605
5128,4,55000.0,0.0093,[ 0.    8.35 20.52 31.51],[1.39 1.79 1.52 1.14],1.432,0.1519
5129,3,55000.0,0.0677,[ 0.    6.07 12.59],[1.03 1.14 1.15],1.7805,0.0409
5130,1,55000.0,0.0629,[0],[1.45],1.5245,0.1609
5131,4,55000.0,0.0076,[ 0.    9.19 18.67 30.25],[1.98 1.4  1.68 1.98],1.8815,0.063
5132,2,55000.0,0.0775,[ 0.   10.75],[1.25 1.05],1.0575,0.0285
5133,2,55000.0,0.0552,[0.   9.76],[1.25 1.13],1.2297,0.1614
5134,3,55000.0,0.0609,[ 0.    5.39 17.23],[1.89 1.18 1.55],1.2911,0.1048
5135,1,55000.0,0.0692,[0],[1.88],1.1387,0.1855
5136,1,55000.0,0.0918,[0],[1.17],1.0171,0.0766
5137,4,55000.0,0.0709,[ 0.    9.65 22.17 33.01],[1.71 1.5  1.35 1.75],1.4535,0.006
5138,1,55000.0,0.0507,[0],[1.76],1.7966,0.089
5139,4,55000.0,0.0703,[ 0.   13.02 19.02 31.02],[1.81 1.1  1.87 1.67],1.5247,0.0452
5140,1,55000.0,0.0654,[0],[1.75],1.081,0.118
5141,3,55000.0,0.0801,[ 0.   12.69 24.75],[1.81 1.02 1.84],1.5601,0.1321
5142,2,55000.0,0.0154,[ 0.   11.08],[1.97 1.36],1.1193,0.0228
5143,3,55000.0,0.0262,[ 0.   12.2  26.14],[1.15 1.82 1.23],1.6367,0.0635
5144,3,55000.0,0.0962,[ 0.    8.41 21.95],[1.1  1.56 1.09],1.6795,0.0624
5145,1,55000.0,0.036,[0],[1.2],1.6112,0.0332
5146,4,55000.0,0.0609,[ 0.   13.83 19.95 33.18],[1.81 1.42 1.79 1.66],1.7164,0.197
5147,2,55000.0,0.0376,[0.   5.63],[1.1  1.85],1.5532,0.0217
5148,1,55000.0,0.0988,[0],[1.55],1.9128,0.0868
5149,2,55000.0,0.0613,[ 0.   12.74],[1.89 1.04],1.6309,0.1973
5150,1,55000.0,0.0623,[0],[1.05],1.6302,0.0497
5151,1,55000.0,0.0329,[0],[1.18],1.4849,0.1223
5152,1,55000.0,0.0153,[0],[1.19],1.3506,0.1836
5153,1,55000.0,0.0713,[0],[1.46],1.4635,0.0245
5154,3,55000.0,0.0502,[ 0.   10.99 21.17],[1.53 1.89 1.31],1.3487,0.0235
5155,1,55000.0,0.0514,[0],[1.31],1.6039,0.0058
5156,1,55000.0,0.0181,[0],[1.93],1.1366,0.027
5157,3,55000.0,0.0527,[ 0.   12.39 22.73],[1.67 1.31 1.4 ],1.5138,0.1193
5158,1,55000.0,0.0576,[0],[1.31],1.169,0.0859
5159,1,55000.0,0.0994,[0],[1.88],1.379,0.1732
5160,3,55000.0,0.0078,[ 0.   10.67 18.87],[1.24 1.13 1.96],1.8693,0.0402
5161,1,55000.0,0.0903,[0],[1.02],1.9221,0.1486
5162,1,55000.0,0.0285,[0],[1.76],1.6438,0.1173
5163,1,55000.0,0.0864,[0],[1.26],1.5131,0.0536
5164,1,55000.0,0.0884,[0],[1.97],1.168,0.1372
5165,4,55000.0,0.0853,[ 0.    8.68 15.24 25.28],[1.53 1.86 1.67 1.26],1.2337,0.0969
5166,1,55000.0,0.0765,[0],[1.73],1.3917,0.1291
5167,1,55000.0,0.0812,[0],[1.07],1.412,0.1244
5168,1,55000.0,0.0851,[0],[1.33],1.8918,0.0171
5169,2,55000.0,0.0096,[0.   8.81],[1.74 1.17],1.4416,0.0811
5170,3,55000.0,0.0659,[ 0.  14.7 29.5],[1.98 1.05 1.3 ],1.9456,0.0528
5171,4,55000.0,0.0381,[ 0.   10.72 22.82 35.51],[1.16 1.55 1.5  1.79],1.3381,0.1173
5172,1,55000.0,0.0182,[0],[1.09],1.021,0.1998
5173,1,55000.0,0.0906,[0],[1.51],1.5695,0.0554
5174,3,55000.0,0.0739,[ 0.   11.39 18.49],[1.47 1.65 1.49],1.3992,0.1292
5175,1,55000.0,0.0589,[0],[1.31],1.5622,0.0458
5176,2,55000.0,0.0972,[ 0.   11.89],[1.48 1.99],1.8924,0.1631
5177,1,55000.0,0.0695,[0],[1.59],1.2601,0.1772
5178,1,55000.0,0.0137,[0],[1.06],1.2902,0.1727
5179,4,55000.0,0.0474,[ 0.   13.82 27.41 39.5 ],[1.26 1.77 1.54 1.04],1.6883,0.0965
5180,1,55000.0,0.0125,[0],[1.21],1.7782,0.1898
5181,4,55000.0,0.097,[ 0.    8.89 19.67 31.39],[1.12 1.65 1.84 1.9 ],1.083,0.1701
5182,3,55000.0,0.057,[ 0.    5.47 11.95],[1.98 1.91 1.43],1.2193,0.0468
5183,4,55000.0,0.0852,[ 0.   14.02 25.97 34.4 ],[2.   1.78 1.99 1.35],1.8863,0.1376
5184,2,55000.0,0.0183,[ 0.   13.37],[1.09 1.76],1.6057,0.0181
5185,2,55000.0,0.0765,[0.   6.09],[1.31 1.26],1.1649,0.1167
5186,4,55000.0,0.0837,[ 0.   11.68 20.33 33.35],[1.28 1.41 1.77 1.66],1.5995,0.1799
5187,4,55000.0,0.0611,[ 0.    5.33 13.36 26.3 ],[1.15 1.42 1.42 1.82],1.4839,0.0013
5188,2,55000.0,0.0943,[0.   6.35],[1.41 1.93],1.3599,0.1481
5189,1,55000.0,0.0019,[0],[1.21],1.1675,0.0488
5190,4,55000.0,0.0711,[ 0.    5.02 16.95 31.85],[1.83 1.45 1.91 1.71],1.9988,0.1186
5191,1,55000.0,0.0077,[0],[1.79],1.734,0.0229
5192,2,55000.0,0.0445,[0.   6.57],[1.18 1.57],1.3145,0.1234
5193,3,55000.0,0.0007,[ 0.    7.3  16.16],[1.91 1.66 1.53],1.522,0.0227
5194,3,55000.0,0.0772,[ 0.    9.4  14.68],[1.93 1.92 1.01],1.0482,0.0798
5195,2,55000.0,0.0925,[ 0.   14.53],[1.39 1.43],1.258,0.0738
5196,2,55000.0,0.0462,[ 0.   13.15],[1.2  1.32],1.8757,0.0671
5197,3,55000.0,0.0028,[ 0.    6.23 17.18],[1.83 1.83 1.09],1.3181,0.01
5198,1,55000.0,0.0263,[0],[1.45],1.3119,0.1608
5199,2,55000.0,0.001,[ 0.   13.59],[1.01 1.66],1.8731,0.1016
5200,1,55000.0,0.0573,[0],[1.55],1.8373,0.0589
5201,4,55000.0,0.0238,[ 0.    6.23 18.05 27.99],[1.06 1.41 1.64 1.28],1.2002,0.0321
5202,1,55000.0,0.0611,[0],[1.2],1.5986,0.1418
5203,2,55000.0,0.0421,[0.   8.59],[1.38 1.12],1.4564,0.1542
5204,1,55000.0,0.0537,[0],[1.13],1.8727,0.0953
5205,1,55000.0,0.0517,[0],[1.69],1.8855,0.0585
5206,3,55000.0,0.0315,[ 0.   12.27 20.73],[1.55 1.36 1.94],1.0496,0.1898
5207,1,55000.0,0.0866,[0],[1.7],1.2368,0.1837
5208,4,55000.0,0.0459,[ 0.    5.46 19.59 31.53],[1.01 1.26 1.94 1.89],1.3272,0.121
5209,1,55000.0,0.03,[0],[1.08],1.9445,0.0418
5210,3,55000.0,0.0543,[ 0.   14.12 29.06],[1.61 1.63 1.75],1.7629,0.1215
5211,1,55000.0,0.0913,[0],[1.39],1.7753,0.0118
5212,3,55000.0,0.0078,[ 0.    6.16 17.75],[1.03 1.75 1.16],1.8808,0.0764
5213,1,55000.0,0.002,[0],[1.83],1.1779,0.0268
5214,1,55000.0,0.0401,[0],[1.26],1.1529,0.0576
5215,4,55000.0,0.071,[ 0.    7.42 14.88 22.35],[1.66 1.33 1.82 1.53],1.5649,0.0077
5216,1,55000.0,0.0829,[0],[1.77],1.8321,0.0577
5217,1,55000.0,0.0104,[0],[1.76],1.9911,0.1251
5218,1,55000.0,0.0762,[0],[1.92],1.6898,0.0355
5219,2,55000.0,0.0215,[ 0.   11.37],[1.31 1.59],1.6923,0.1532
5220,3,55000.0,0.0554,[ 0.   12.6  23.84],[1.68 1.19 1.37],1.341,0.0744
5221,1,55000.0,0.0971,[0],[1.76],1.0891,0.0034
5222,3,55000.0,0.053,[ 0.   10.3  22.55],[1.88 1.29 1.34],1.5998,0.1154
5223,1,55000.0,0.043,[0],[1.52],1.4023,0.1177
5224,1,55000.0,0.076,[0],[1.43],1.0868,0.0283
5225,3,55000.0,0.0619,[ 0.   12.22 22.73],[1.62 1.05 1.87],1.8249,0.1116
5226,3,55000.0,0.0545,[ 0.    7.28 14.05],[1.35 1.04 1.61],1.2052,0.0314
5227,1,55000.0,0.0978,[0],[1.5],1.4168,0.0634
5228,1,55000.0,0.0652,[0],[1.73],1.653,0.1456
5229,1,55000.0,0.0953,[0],[1.59],1.6231,0.1891
5230,3,55000.0,0.0147,[ 0.   10.61 18.23],[1.19 1.73 1.11],1.856,0.0773
5231,4,55000.0,0.035,[ 0.   13.85 26.02 34.02],[1.53 1.45 1.44 1.18],1.7307,0.1343
5232,1,55000.0,0.0208,[0],[1.38],1.2928,0.0788
5233,1,55000.0,0.0936,[0],[1.04],1.8463,0.0627
5234,1,55000.0,0.0054,[0],[1.97],1.8065,0.0735
5235,1,55000.0,0.0642,[0],[1.43],1.0368,0.0962
5236,2,55000.0,0.0475,[0.   5.62],[1.46 1.47],1.52,0.0722
5237,4,55000.0,0.053,[ 0.   11.82 18.37 32.79],[1.54 1.55 1.65 1.82],1.0502,0.1759
5238,1,55000.0,0.0538,[0],[1.4],1.7403,0.0948
5239,3,55000.0,0.0903,[ 0.    5.89 19.51],[1.01 1.29 1.36],1.6534,0.0896
5240,2,55000.0,0.0432,[0.   7.34],[1.68 1.9 ],1.8463,0.1086
5241,1,55000.0,0.007,[0],[1.72],1.97,0.1185
5242,3,55000.0,0.0326,[ 0.   10.14 18.83],[1.09 1.86 1.72],1.5382,0.0478
5243,3,55000.0,0.061,[ 0.   11.47 26.33],[1.62 1.34 1.09],1.2856,0.1055
5244,4,55000.0,0.0924,[ 0.    7.88 19.98 30.01],[1.46 1.65 1.79 1.04],1.9955,0.0237
5245,1,55000.0,0.0298,[0],[1.15],1.0801,0.1499
5246,2,55000.0,0.0044,[0.   5.87],[1.61 1.53],1.2821,0.175
5247,1,55000.0,0.0397,[0],[1.81],1.3452,0.1741
5248,1,55000.0,0.0432,[0],[1.63],1.0438,0.1297
5249,3,55000.0,0.0224,[ 0.   12.7  21.48],[1.75 1.22 1.77],1.9365,0.1814
5250,2,55000.0,0.0383,[0.   8.51],[1.91 1.52],1.7994,0.1189
5251,1,55000.0,0.091,[0],[1.07],1.1841,0.0912
5252,2,55000.0,0.016,[0.   6.34],[1.44 1.27],1.685,0.0344
5253,1,55000.0,0.023,[0],[1.13],1.1335,0.1866
5254,1,55000.0,0.0991,[0],[1.31],1.743,0.0032
5255,3,55000.0,0.0123,[ 0.   14.48 21.82],[1.61 1.1  1.63],1.1384,0.1328
5256,1,55000.0,0.0924,[0],[1.71],1.6712,0.0789
5257,4,55000.0,0.0191,[ 0.    6.71 13.61 19.68],[1.81 1.34 1.86 1.97],1.638,0.0833
5258,3,55000.0,0.047,[ 0.    5.94 16.45],[1.88 1.98 1.53],1.1114,0.1699
5259,1,55000.0,0.0447,[0],[1.03],1.5758,0.0066
5260,4,55000.0,0.0627,[ 0.    8.13 21.32 31.98],[1.85 1.11 1.28 1.35],1.1345,0.0347
5261,3,55000.0,0.0457,[ 0.   14.59 21.02],[1.87 1.52 1.46],1.3503,0.0925
5262,4,55000.0,0.0513,[ 0.   13.09 19.08 26.25],[1.24 1.34 1.44 1.41],1.2338,0.0517
5263,2,55000.0,0.0913,[ 0.   10.95],[1.74 1.64],1.1993,0.1132
5264,1,55000.0,0.0527,[0],[1.29],1.0455,0.1153
5265,1,55000.0,0.0213,[0],[1.97],1.2103,0.1813
5266,1,55000.0,0.0452,[0],[1.46],1.9308,0.054
5267,1,55000.0,0.0242,[0],[1.33],1.1956,0.0091
5268,1,55000.0,0.0762,[0],[1.05],1.0386,0.0221
5269,1,55000.0,0.0868,[0],[1.21],1.019,0.153
5270,1,55000.0,0.0403,[0],[1.95],1.6802,0.1652
5271,1,55000.0,0.0525,[0],[1.64],1.2407,0.1925
5272,4,55000.0,0.0275,[ 0.    6.12 18.8  29.45],[1.02 1.53 1.44 1.44],1.1018,0.0714
5273,1,55000.0,0.0466,[0],[1.67],1.1247,0.0622
5274,1,55000.0,0.0172,[0],[1.44],1.4831,0.0983
5275,4,55000.0,0.0985,[ 0.    8.61 16.2  24.78],[1.15 1.44 1.44 1.67],1.0349,0.0248
5276,4,55000.0,0.096,[ 0.   14.6  23.92 32.21],[1.48 1.54 1.24 1.71],1.8121,0.1658
5277,4,55000.0,0.0101,[ 0.   12.73 24.61 32.14],[1.16 1.23 1.63 1.11],1.3353,0.0996
5278,3,55000.0,0.066,[ 0.   13.93 20.09],[1.1  1.31 1.99],1.2107,0.065
5279,2,55000.0,0.0832,[0.   5.81],[1.42 1.68],1.4718,0.1728
5280,2,55000.0,0.0809,[ 0.   11.67],[1.4 1.8],1.3459,0.0993
5281,2,55000.0,0.0966,[ 0.   12.04],[1.05 1.28],1.4634,0.1127
5282,3,55000.0,0.0709,[ 0.    5.53 14.94],[1.03 1.1  1.1 ],1.8348,0.0219
5283,1,55000.0,0.0031,[0],[1.76],1.7624,0.0039
5284,4,55000.0,0.0889,[ 0.    6.58 12.16 25.26],[1.61 1.34 1.47 1.04],1.233,0.1611
5285,3,55000.0,0.081,[ 0.    9.58 15.29],[1.83 1.07 1.26],1.655,0.0751
5286,2,55000.0,0.0297,[ 0.   14.82],[1.1  1.95],1.105,0.1768
5287,3,55000.0,0.0103,[ 0.   12.54 21.37],[1.8  1.33 1.76],1.2307,0.1903
5288,3,55000.0,0.0364,[ 0.    9.41 19.73],[1.86 1.99 1.69],1.5729,0.0237
5289,1,55000.0,0.055,[0],[1.36],1.7926,0.0155
5290,4,55000.0,0.0455,[ 0.   13.05 22.3  31.42],[1.39 1.43 1.9  1.1 ],1.9829,0.0989
5291,1,55000.0,0.0903,[0],[1.51],1.9072,0.0612
5292,1,55000.0,0.0547,[0],[1.29],1.431,0.1902
5293,1,55000.0,0.0417,[0],[1.35],1.6431,0.0101
5294,1,55000.0,0.0245,[0],[1.48],1.7353,0.0397
5295,1,55000.0,0.051,[0],[1.37],1.7518,0.1911
5296,3,55000.0,0.0595,[ 0.   13.47 21.66],[1.51 1.48 1.59],1.4346,0.0217
5297,1,55000.0,0.0587,[0],[1.11],1.554,0.0778
5298,1,55000.0,0.0994,[0],[1.65],1.8818,0.1615
5299,1,55000.0,0.0586,[0],[1.77],1.5286,0.0771
5300,1,55000.0,0.0771,[0],[1.79],1.811,0.0233
5301,1,55000.0,0.0374,[0],[1.26],1.0041,0.0278
5302,1,55000.0,0.081,[0],[1.96],1.581,0.1217
5303,2,55000.0,0.0694,[0.   7.24],[1.97 1.9 ],1.838,0.1446
5304,3,55000.0,0.0295,[ 0.    9.67 17.37],[1.8  1.66 1.86],1.149,0.1698
5305,2,55000.0,0.0611,[0.   6.18],[1.94 1.02],1.2786,0.1199
5306,3,55000.0,0.0069,[ 0.   13.84 19.23],[1.12 1.19 1.65],1.7278,0.0852
5307,1,55000.0,0.0758,[0],[1.06],1.7155,0.1844
5308,4,55000.0,0.0126,[ 0.    7.33 15.42 21.82],[1.19 1.38 1.92 1.61],1.5201,0.1901
5309,1,55000.0,0.0369,[0],[1.59],1.9193,0.0144
5310,1,55000.0,0.0679,[0],[1.92],1.5928,0.1028
5311,1,55000.0,0.0159,[0],[1.65],1.4773,0.1028
5312,1,55000.0,0.0619,[0],[1.94],1.1438,0.0061
5313,2,55000.0,0.0593,[ 0.   10.77],[1.91 1.99],1.1612,0.054
5314,1,55000.0,0.0893,[0],[1.86],1.3904,0.0523
5315,1,55000.0,0.0975,[0],[1.7],1.7637,0.063
5316,1,55000.0,0.0825,[0],[1.39],1.8589,0.0443
5317,2,55000.0,0.0438,[0.   6.44],[1.59 1.84],1.9285,0.0523
5318,1,55000.0,0.017,[0],[1.81],1.8671,0.1489
5319,1,55000.0,0.0062,[0],[1.95],1.3023,0.0822
5320,3,55000.0,0.0995,[ 0.    8.06 13.27],[1.29 1.18 1.18],1.9671,0.1072
5321,1,55000.0,0.0632,[0],[1.5],1.1747,0.0323
5322,3,55000.0,0.077,[ 0.   12.74 25.42],[1.64 1.09 1.56],1.727,0.16
5323,3,55000.0,0.0221,[ 0.   10.04 17.72],[1.1  1.45 1.77],1.9023,0.0776
5324,1,55000.0,0.0898,[0],[1.56],1.9106,0.1367
5325,3,55000.0,0.0765,[ 0.   12.01 18.59],[1.02 1.13 1.81],1.9932,0.0094
5326,3,55000.0,0.088,[ 0.   10.48 21.35],[1.84 1.57 1.05],1.1656,0.1721
5327,1,55000.0,0.0603,[0],[1.58],1.0673,0.1141
5328,3,55000.0,0.085,[ 0.   10.47 21.18],[1.83 1.38 1.81],1.3156,0.1156
5329,2,55000.0,0.0062,[0.   7.64],[1.1  1.82],1.1283,0.1838
5330,2,55000.0,0.0051,[ 0.   14.58],[1.44 1.77],1.1728,0.1887
5331,1,55000.0,0.0631,[0],[1.12],1.7932,0.0836
5332,3,55000.0,0.0854,[ 0.    8.57 19.77],[1.23 1.55 1.39],1.6514,0.1933
5333,4,55000.0,0.0736,[ 0.    7.23 20.01 34.67],[1.63 1.34 1.61 1.05],1.5123,0.1621
5334,1,55000.0,0.0893,[0],[1.11],1.2389,0.027
5335,2,55000.0,0.0561,[0.   8.96],[1.19 1.98],1.3632,0.0524
5336,1,55000.0,0.0505,[0],[1.41],1.9158,0.1388
5337,4,55000.0,0.0521,[ 0.    5.86 18.34 25.05],[1.9  1.26 1.03 1.53],1.6361,0.0208
5338,3,55000.0,0.0751,[ 0.   12.26 22.21],[1.7  1.57 1.2 ],1.085,0.1926
5339,1,55000.0,0.0154,[0],[1.25],1.3564,0.0071
5340,3,55000.0,0.0512,[ 0.    7.41 14.8 ],[1.92 1.34 1.92],1.9957,0.0773
5341,1,55000.0,0.0757,[0],[1.13],1.6543,0.0587
5342,1,55000.0,0.0631,[0],[1.93],1.124,0.1609
5343,4,55000.0,0.098,[ 0.   12.52 20.44 26.51],[1.7  1.05 1.11 1.3 ],1.1653,0.021
5344,1,55000.0,0.0197,[0],[1.25],1.7838,0.1449
5345,4,55000.0,0.0934,[ 0.    9.76 22.98 33.28],[1.69 1.44 1.66 1.66],1.2553,0.0339
